LocationKeyStartPoint,LocationKeyEndPoint,MetersBetweenPoints,MetersBetweenPoints_norm,LocationLookupKey,ResourceKey
1172,1172,0,0,1172|1172,2470
3022,1172,1784.88,0.89,3022|1172,2470
0,3022,3060.02,0.92,0|3022,2470
3310,3022,6428.12,1,3310|3022,2470
3339,3022,4113.74,0.95,3339|3022,2470
1172,3022,1784.88,0.89,1172|3022,2470
3022,3022,0,0,3022|3022,2470
0,0,0,0,0|0,2490
3563,0,124.94,0.97,3563|0,2490
3581,0,124.94,0.97,3581|0,2490
0,3563,124.94,0.97,0|3563,2490
3563,3563,0,0,3563|3563,2490
3581,3563,249.89,1,3581|3563,2490
0,3581,124.94,0.97,0|3581,2490
3563,3581,249.89,1,3563|3581,2490
3581,3581,0,0,3581|3581,2490
3481,3481,0,0,3481|3481,2588
4400,3481,20303.77,1,4400|3481,2588
0,3481,10734.35,0.89,0|3481,2588
3471,3481,12627.4,0.91,3471|3481,2588
3427,3481,12584.81,0.91,3427|3481,2588
3127,3481,10773.68,0.89,3127|3481,2588
3481,4400,20303.77,1,3481|4400,2588
4400,4400,0,0,4400|4400,2588
0,4400,10855.27,0.89,0|4400,2588
3471,4400,8886.06,0.87,3471|4400,2588
3427,4400,13691.74,0.92,3427|4400,2588
3127,4400,13437.52,0.92,3127|4400,2588
3481,0,10734.35,0.89,3481|0,2588
4400,0,10855.27,0.89,4400|0,2588
0,0,0,0,0|0,2588
3471,0,2053.83,0.78,3471|0,2588
3427,0,4703.19,0.82,3427|0,2588
3127,0,3247.39,0.8,3127|0,2588
3481,3471,12627.4,0.91,3481|3471,2588
4400,3471,8886.06,0.87,4400|3471,2588
0,3471,2053.83,0.78,0|3471,2588
3471,3471,0,0,3471|3471,2588
3427,3471,5534.55,0.83,3427|3471,2588
3127,3471,4690.55,0.82,3127|3471,2588
3481,3427,12584.81,0.91,3481|3427,2588
4400,3427,13691.74,0.92,4400|3427,2588
0,3427,4703.19,0.82,0|3427,2588
3471,3427,5534.55,0.83,3471|3427,2588
3427,3427,0,0,3427|3427,2588
3127,3427,1991.25,0.78,3127|3427,2588
3481,3127,10773.68,0.89,3481|3127,2588
4400,3127,13437.52,0.92,4400|3127,2588
0,3127,3247.39,0.8,0|3127,2588
3471,3127,4690.55,0.82,3471|3127,2588
3427,3127,1991.25,0.78,3427|3127,2588
3127,3127,0,0,3127|3127,2588
3033,3033,0,0,3033|3033,2589
0,3033,2116.78,0.9,0|3033,2589
4147,3033,4756.12,0.95,4147|3033,2589
3610,3033,4062.83,0.94,3610|3033,2589
3611,3033,4421.16,0.95,3611|3033,2589
3033,0,2116.78,0.9,3033|0,2589
0,0,0,0,0|0,2589
4147,0,2921.05,0.92,4147|0,2589
3610,0,2723.14,0.91,3610|0,2589
3611,0,4508.78,0.95,3611|0,2589
3033,4147,4756.12,0.95,3033|4147,2589
0,4147,2921.05,0.92,0|4147,2589
4147,4147,0,0,4147|4147,2589
3610,4147,1350.73,0.88,3610|4147,2589
3611,4147,7102.55,1,3611|4147,2589
3033,3610,4062.83,0.94,3033|3610,2589
0,3610,2723.14,0.91,0|3610,2589
4147,3610,1350.73,0.88,4147|3610,2589
3610,3610,0,0,3610|3610,2589
3611,3610,7217.11,1,3611|3610,2589
3033,3611,4421.16,0.95,3033|3611,2589
0,3611,4508.78,0.95,0|3611,2589
4147,3611,7102.55,1,4147|3611,2589
3610,3611,7217.11,1,3610|3611,2589
3611,3611,0,0,3611|3611,2589
4020,4020,0,0,4020|4020,2614
4060,4020,11.2,0.05,4060|4020,2614
3843,4020,3571.15,0.5,3843|4020,2614
0,4020,2404.98,0.35,0|4020,2614
3126,4020,2624.44,0.38,3126|4020,2614
3074,4020,7516.21,1,3074|4020,2614
4020,4060,11.2,0.05,4020|4060,2614
4060,4060,0,0,4060|4060,2614
3843,4060,3580.83,0.5,3843|4060,2614
0,4060,2413.18,0.35,0|4060,2614
3126,4060,2635.49,0.38,3126|4060,2614
3074,4060,7520.89,1,3074|4060,2614
4020,3843,3571.15,0.5,4020|3843,2614
4060,3843,3580.83,0.5,4060|3843,2614
3843,3843,0,0,3843|3843,2614
0,3843,1336.02,0.22,0|3843,2614
3126,3843,2282.28,0.34,3126|3843,2614
3074,3843,5034.69,0.68,3074|3843,2614
4020,0,2404.98,0.35,4020|0,2614
4060,0,2413.18,0.35,4060|0,2614
3843,0,1336.02,0.22,3843|0,2614
0,0,0,0,0|0,2614
3126,0,2230.18,0.33,3126|0,2614
3074,0,5370.77,0.73,3074|0,2614
4020,3126,2624.44,0.38,4020|3126,2614
4060,3126,2635.49,0.38,4060|3126,2614
3843,3126,2282.28,0.34,3843|3126,2614
0,3126,2230.18,0.33,0|3126,2614
3126,3126,0,0,3126|3126,2614
3074,3126,7282.39,0.97,3074|3126,2614
4020,3074,7516.21,1,4020|3074,2614
4060,3074,7520.89,1,4060|3074,2614
3843,3074,5034.69,0.68,3843|3074,2614
0,3074,5370.77,0.73,0|3074,2614
3126,3074,7282.39,0.97,3126|3074,2614
3074,3074,0,0,3074|3074,2614
3138,3138,0,0,3138|3138,2616
3120,3138,33326.87,1,3120|3138,2616
3114,3138,25084.69,0.86,3114|3138,2616
3199,3138,27636.17,0.91,3199|3138,2616
3260,3138,33116.57,1,3260|3138,2616
3433,3138,30984.09,0.96,3433|3138,2616
3469,3138,25721.91,0.87,3469|3138,2616
3418,3138,21447.34,0.8,3418|3138,2616
2124,3138,32227.08,0.98,2124|3138,2616
0,3138,24987.98,0.86,0|3138,2616
3487,3138,22758.18,0.82,3487|3138,2616
3138,3120,33326.87,1,3138|3120,2616
3120,3120,0,0,3120|3120,2616
3114,3120,9613.85,0.61,3114|3120,2616
3199,3120,5947.6,0.54,3199|3120,2616
3260,3120,3264.53,0.5,3260|3120,2616
3433,3120,2444.97,0.49,3433|3120,2616
3469,3120,7606.19,0.57,3469|3120,2616
3418,3120,13844.84,0.68,3418|3120,2616
2124,3120,10837.8,0.63,2124|3120,2616
0,3120,9247.13,0.6,0|3120,2616
3487,3120,15079.32,0.7,3487|3120,2616
3138,3114,25084.69,0.86,3138|3114,2616
3120,3114,9613.85,0.61,3120|3114,2616
3114,3114,0,0,3114|3114,2616
3199,3114,3946.08,0.51,3199|3114,2616
3260,3114,8304.78,0.58,3260|3114,2616
3433,3114,7222.65,0.57,3433|3114,2616
3469,3114,4511.69,0.52,3469|3114,2616
3418,3114,4256.72,0.52,3418|3114,2616
2124,3114,8452.15,0.59,2124|3114,2616
0,3114,826.15,0.46,0|3114,2616
3487,3114,5775.65,0.54,3487|3114,2616
3138,3199,27636.17,0.91,3138|3199,2616
3120,3199,5947.6,0.54,3120|3199,2616
3114,3199,3946.08,0.51,3114|3199,2616
3199,3199,0,0,3199|3199,2616
3260,3199,5619.77,0.54,3260|3199,2616
3433,3199,3502.91,0.5,3433|3199,2616
3469,3199,2523.33,0.49,3469|3199,2616
3418,3199,8017.81,0.58,3418|3199,2616
2124,3199,9342.86,0.6,2124|3199,2616
0,3199,3407.45,0.5,0|3199,2616
3487,3199,9704.35,0.61,3487|3199,2616
3138,3260,33116.57,1,3138|3260,2616
3120,3260,3264.53,0.5,3120|3260,2616
3114,3260,8304.78,0.58,3114|3260,2616
3199,3260,5619.77,0.54,3199|3260,2616
3260,3260,0,0,3260|3260,2616
3433,3260,3243.98,0.5,3433|3260,2616
3469,3260,7979.54,0.58,3469|3260,2616
3418,3260,12502.92,0.65,3418|3260,2616
2124,3260,7627,0.57,2124|3260,2616
0,3260,8211.65,0.58,0|3260,2616
3487,3260,13130.14,0.66,3487|3260,2616
3138,3433,30984.09,0.96,3138|3433,2616
3120,3433,2444.97,0.49,3120|3433,2616
3114,3433,7222.65,0.57,3114|3433,2616
3199,3433,3502.91,0.5,3199|3433,2616
3260,3433,3243.98,0.5,3260|3433,2616
3433,3433,0,0,3433|3433,2616
3469,3433,5314.9,0.53,3469|3433,2616
3418,3433,11429.38,0.64,3418|3433,2616
2124,3433,9796.11,0.61,2124|3433,2616
0,3433,6819.81,0.56,0|3433,2616
3487,3433,12797.38,0.66,3487|3433,2616
3138,3469,25721.91,0.87,3138|3469,2616
3120,3469,7606.19,0.57,3120|3469,2616
3114,3469,4511.69,0.52,3114|3469,2616
3199,3469,2523.33,0.49,3199|3469,2616
3260,3469,7979.54,0.58,3260|3469,2616
3433,3469,5314.9,0.53,3433|3469,2616
3469,3469,0,0,3469|3469,2616
3418,3469,7659.44,0.57,3418|3469,2616
2124,3469,11600.79,0.64,2124|3469,2616
0,3469,3703.1,0.51,0|3469,2616
3487,3469,10009.37,0.61,3487|3469,2616
3138,3418,21447.34,0.8,3138|3418,2616
3120,3418,13844.84,0.68,3120|3418,2616
3114,3418,4256.72,0.52,3114|3418,2616
3199,3418,8017.81,0.58,3199|3418,2616
3260,3418,12502.92,0.65,3260|3418,2616
3433,3418,11429.38,0.64,3433|3418,2616
3469,3418,7659.44,0.57,3469|3418,2616
3418,3418,0,0,3418|3418,2616
2124,3418,10909.22,0.63,2124|3418,2616
0,3418,4617.79,0.52,0|3418,2616
3487,3418,3081.94,0.5,3487|3418,2616
3138,2124,32227.08,0.98,3138|2124,2616
3120,2124,10837.8,0.63,3120|2124,2616
3114,2124,8452.15,0.59,3114|2124,2616
3199,2124,9342.86,0.6,3199|2124,2616
3260,2124,7627,0.57,3260|2124,2616
3433,2124,9796.11,0.61,3433|2124,2616
3469,2124,11600.79,0.64,3469|2124,2616
3418,2124,10909.22,0.63,3418|2124,2616
2124,2124,0,0,2124|2124,2616
0,2124,9053.55,0.6,0|2124,2616
3487,2124,9619.35,0.61,3487|2124,2616
3138,0,24987.98,0.86,3138|0,2616
3120,0,9247.13,0.6,3120|0,2616
3114,0,826.15,0.46,3114|0,2616
3199,0,3407.45,0.5,3199|0,2616
3260,0,8211.65,0.58,3260|0,2616
3433,0,6819.81,0.56,3433|0,2616
3469,0,3703.1,0.51,3469|0,2616
3418,0,4617.79,0.52,3418|0,2616
2124,0,9053.55,0.6,2124|0,2616
0,0,0,0,0|0,2616
3487,0,6449.84,0.55,3487|0,2616
3138,3487,22758.18,0.82,3138|3487,2616
3120,3487,15079.32,0.7,3120|3487,2616
3114,3487,5775.65,0.54,3114|3487,2616
3199,3487,9704.35,0.61,3199|3487,2616
3260,3487,13130.14,0.66,3260|3487,2616
3433,3487,12797.38,0.66,3433|3487,2616
3469,3487,10009.37,0.61,3469|3487,2616
3418,3487,3081.94,0.5,3418|3487,2616
2124,3487,9619.35,0.61,2124|3487,2616
0,3487,6449.84,0.55,0|3487,2616
3487,3487,0,0,3487|3487,2616
3483,3483,0,0,3483|3483,2617
4400,3483,13413.91,0.97,4400|3483,2617
0,3483,6822.92,0.9,0|3483,2617
3453,3483,13353.51,0.97,3453|3483,2617
3119,3483,2150.93,0.84,3119|3483,2617
3061,3483,10751.09,0.94,3061|3483,2617
3068,3483,9317.4,0.93,3068|3483,2617
3483,4400,13413.91,0.97,3483|4400,2617
4400,4400,0,0,4400|4400,2617
0,4400,8160.41,0.91,0|4400,2617
3453,4400,6179,0.89,3453|4400,2617
3119,4400,15547.66,1,3119|4400,2617
3061,4400,13742.93,0.98,3061|4400,2617
3068,4400,6071.36,0.89,3068|4400,2617
3483,0,6822.92,0.9,3483|0,2617
4400,0,8160.41,0.91,4400|0,2617
0,0,0,0,0|0,2617
3453,0,6543.2,0.89,3453|0,2617
3119,0,8639.41,0.92,3119|0,2617
3061,0,6956.89,0.9,3061|0,2617
3068,0,2630.71,0.85,3068|0,2617
3483,3453,13353.51,0.97,3483|3453,2617
4400,3453,6179,0.89,4400|3453,2617
0,3453,6543.2,0.89,0|3453,2617
3453,3453,0,0,3453|3453,2617
3119,3453,15175.16,1,3119|3453,2617
3061,3453,8900.01,0.92,3061|3453,2617
3068,3453,4095.48,0.87,3068|3453,2617
3483,3119,2150.93,0.84,3483|3119,2617
4400,3119,15547.66,1,4400|3119,2617
0,3119,8639.41,0.92,0|3119,2617
3453,3119,15175.16,1,3453|3119,2617
3119,3119,0,0,3119|3119,2617
3061,3119,11459.43,0.95,3061|3119,2617
3068,3119,11217.1,0.95,3068|3119,2617
3483,3061,10751.09,0.94,3483|3061,2617
4400,3061,13742.93,0.98,4400|3061,2617
0,3061,6956.89,0.9,0|3061,2617
3453,3061,8900.01,0.92,3453|3061,2617
3119,3061,11459.43,0.95,3119|3061,2617
3061,3061,0,0,3061|3061,2617
3068,3061,7821.26,0.91,3068|3061,2617
3483,3068,9317.4,0.93,3483|3068,2617
4400,3068,6071.36,0.89,4400|3068,2617
0,3068,2630.71,0.85,0|3068,2617
3453,3068,4095.48,0.87,3453|3068,2617
3119,3068,11217.1,0.95,3119|3068,2617
3061,3068,7821.26,0.91,3061|3068,2617
3068,3068,0,0,3068|3068,2617
3281,3281,0,0,3281|3281,2622
2869,3281,7440.66,0.96,2869|3281,2622
0,3281,3797.22,0.93,0|3281,2622
3527,3281,9565.08,0.98,3527|3281,2622
3281,2869,7440.66,0.96,3281|2869,2622
2869,2869,0,0,2869|2869,2622
0,2869,6211.14,0.95,0|2869,2622
3527,2869,12805.31,1,3527|2869,2622
3281,0,3797.22,0.93,3281|0,2622
2869,0,6211.14,0.95,2869|0,2622
0,0,0,0,0|0,2622
3527,0,7114.28,0.96,3527|0,2622
3281,3527,9565.08,0.98,3281|3527,2622
2869,3527,12805.31,1,2869|3527,2622
0,3527,7114.28,0.96,0|3527,2622
3527,3527,0,0,3527|3527,2622
4410,4410,0,0,4410|4410,2624
0,4410,76453.24,0.63,0|4410,2624
2924,4410,81527.45,0.66,2924|4410,2624
1625,4410,152790.21,1,1625|4410,2624
3215,4410,83131.52,0.66,3215|4410,2624
3226,4410,80790.9,0.65,3226|4410,2624
4410,0,76453.24,0.63,4410|0,2624
0,0,0,0,0|0,2624
2924,0,19630,0.36,2924|0,2624
1625,0,85495.43,0.68,1625|0,2624
3215,0,17767.39,0.35,3215|0,2624
3226,0,17931.59,0.35,3226|0,2624
4410,2924,81527.45,0.66,4410|2924,2624
0,2924,19630,0.36,0|2924,2624
2924,2924,0,0,2924|2924,2624
1625,2924,97026.11,0.73,1625|2924,2624
3215,2924,3217.31,0.28,3215|2924,2624
3226,2924,1703.87,0.27,3226|2924,2624
4410,1625,152790.21,1,4410|1625,2624
0,1625,85495.43,0.68,0|1625,2624
2924,1625,97026.11,0.73,2924|1625,2624
1625,1625,0,0,1625|1625,2624
3215,1625,93809.96,0.72,3215|1625,2624
3226,1625,96024.04,0.73,3226|1625,2624
4410,3215,83131.52,0.66,4410|3215,2624
0,3215,17767.39,0.35,0|3215,2624
2924,3215,3217.31,0.28,2924|3215,2624
1625,3215,93809.96,0.72,1625|3215,2624
3215,3215,0,0,3215|3215,2624
3226,3215,2641.75,0.28,3226|3215,2624
4410,3226,80790.9,0.65,4410|3226,2624
0,3226,17931.59,0.35,0|3226,2624
2924,3226,1703.87,0.27,2924|3226,2624
1625,3226,96024.04,0.73,1625|3226,2624
3215,3226,2641.75,0.28,3215|3226,2624
3226,3226,0,0,3226|3226,2624
0,0,0,0,0|0,2626
4391,0,0,NULL,4391|0,2626
0,4391,0,NULL,0|4391,2626
4391,4391,0,0,4391|4391,2626
4140,4140,0,0,4140|4140,2627
0,4140,330337.03,0.39,0|4140,2627
3246,4140,1354120.1,0.98,3246|4140,2627
3386,4140,37755.7,0.22,3386|4140,2627
2903,4140,10411.25,0.2,2903|4140,2627
4140,0,330337.03,0.39,4140|0,2627
0,0,0,0,0|0,2627
3246,0,1023909.67,0.79,3246|0,2627
3386,0,367745.51,0.41,3386|0,2627
2903,0,320217.6,0.38,2903|0,2627
4140,3246,1354120.1,0.98,4140|3246,2627
0,3246,1023909.67,0.79,0|3246,2627
3246,3246,0,0,3246|3246,2627
3386,3246,1391362.27,1,3386|3246,2627
2903,3246,1343938.14,0.97,2903|3246,2627
4140,3386,37755.7,0.22,4140|3386,2627
0,3386,367745.51,0.41,0|3386,2627
3246,3386,1391362.27,1,3246|3386,2627
3386,3386,0,0,3386|3386,2627
2903,3386,47590.9,0.22,2903|3386,2627
4140,2903,10411.25,0.2,4140|2903,2627
0,2903,320217.6,0.38,0|2903,2627
3246,2903,1343938.14,0.97,3246|2903,2627
3386,2903,47590.9,0.22,3386|2903,2627
2903,2903,0,0,2903|2903,2627
0,0,0,0,0|0,2630
3902,0,8492.1,0.89,3902|0,2630
3889,0,3314.75,0.82,3889|0,2630
3876,0,4252.1,0.83,3876|0,2630
3867,0,1876.36,0.8,3867|0,2630
3879,0,8000.49,0.88,3879|0,2630
0,3902,8492.1,0.89,0|3902,2630
3902,3902,0,0,3902|3902,2630
3889,3902,10331.65,0.91,3889|3902,2630
3876,3902,8573.9,0.89,3876|3902,2630
3867,3902,8811.19,0.89,3867|3902,2630
3879,3902,16474.86,1,3879|3902,2630
0,3889,3314.75,0.82,0|3889,2630
3902,3889,10331.65,0.91,3902|3889,2630
3889,3889,0,0,3889|3889,2630
3876,3889,7529.55,0.88,3876|3889,2630
3867,3889,1706.78,0.79,3867|3889,2630
3879,3889,7568.46,0.88,3879|3889,2630
0,3876,4252.1,0.83,0|3876,2630
3902,3876,8573.9,0.89,3902|3876,2630
3889,3876,7529.55,0.88,3889|3876,2630
3876,3876,0,0,3876|3876,2630
3867,3876,6109.59,0.86,3867|3876,2630
3879,3876,9570.98,0.9,3879|3876,2630
0,3867,1876.36,0.8,0|3867,2630
3902,3867,8811.19,0.89,3902|3867,2630
3889,3867,1706.78,0.79,3889|3867,2630
3876,3867,6109.59,0.86,3876|3867,2630
3867,3867,0,0,3867|3867,2630
3879,3867,8272.19,0.89,3879|3867,2630
0,3879,8000.49,0.88,0|3879,2630
3902,3879,16474.86,1,3902|3879,2630
3889,3879,7568.46,0.88,3889|3879,2630
3876,3879,9570.98,0.9,3876|3879,2630
3867,3879,8272.19,0.89,3867|3879,2630
3879,3879,0,0,3879|3879,2630
3599,3599,0,0,3599|3599,2636
3656,3599,3381.83,0.96,3656|3599,2636
0,3599,1489.41,0.92,0|3599,2636
3035,3599,3728.36,0.97,3035|3599,2636
3599,3656,3381.83,0.96,3599|3656,2636
3656,3656,0,0,3656|3656,2636
0,3656,2796.91,0.95,0|3656,2636
3035,3656,5542.33,1,3035|3656,2636
3599,0,1489.41,0.92,3599|0,2636
3656,0,2796.91,0.95,3656|0,2636
0,0,0,0,0|0,2636
3035,0,2940.05,0.95,3035|0,2636
3599,3035,3728.36,0.97,3599|3035,2636
3656,3035,5542.33,1,3656|3035,2636
0,3035,2940.05,0.95,0|3035,2636
3035,3035,0,0,3035|3035,2636
0,0,0,0,0|0,2698
3583,0,3567.83,0.97,3583|0,2698
3835,0,3567.75,0.97,3835|0,2698
0,3583,3567.83,0.97,0|3583,2698
3583,3583,0,0,3583|3583,2698
3835,3583,7135.58,1,3835|3583,2698
0,3835,3567.75,0.97,0|3835,2698
3583,3835,7135.58,1,3583|3835,2698
3835,3835,0,0,3835|3835,2698
4137,4137,0,0,4137|4137,2715
3480,4137,61236.89,1,3480|4137,2715
0,4137,38468.1,0.72,0|4137,2715
2885,4137,43494.77,0.79,2885|4137,2715
3450,4137,52802.99,0.9,3450|4137,2715
3121,4137,37823.57,0.72,3121|4137,2715
3138,4137,35743.16,0.69,3138|4137,2715
4137,3480,61236.89,1,4137|3480,2715
3480,3480,0,0,3480|3480,2715
0,3480,23045.56,0.54,0|3480,2715
2885,3480,18902.7,0.49,2885|3480,2715
3450,3480,9413.91,0.37,3450|3480,2715
3121,3480,23705.26,0.55,3121|3480,2715
3138,3480,26247.4,0.58,3138|3480,2715
4137,0,38468.1,0.72,4137|0,2715
3480,0,23045.56,0.54,3480|0,2715
0,0,0,0,0|0,2715
2885,0,5475.18,0.32,2885|0,2715
3450,0,14334.9,0.43,3450|0,2715
3121,0,659.8,0.27,3121|0,2715
3138,0,3522.16,0.3,3138|0,2715
4137,2885,43494.77,0.79,4137|2885,2715
3480,2885,18902.7,0.49,3480|2885,2715
0,2885,5475.18,0.32,0|2885,2715
2885,2885,0,0,2885|2885,2715
3450,2885,9646.97,0.38,3450|2885,2715
3121,2885,6014.21,0.33,3121|2885,2715
3138,2885,7756.71,0.35,3138|2885,2715
4137,3450,52802.99,0.9,4137|3450,2715
3480,3450,9413.91,0.37,3480|3450,2715
0,3450,14334.9,0.43,0|3450,2715
2885,3450,9646.97,0.38,2885|3450,2715
3450,3450,0,0,3450|3450,2715
3121,3450,14980.25,0.44,3121|3450,2715
3138,3450,17257.83,0.47,3138|3450,2715
4137,3121,37823.57,0.72,4137|3121,2715
3480,3121,23705.26,0.55,3480|3121,2715
0,3121,659.8,0.27,0|3121,2715
2885,3121,6014.21,0.33,2885|3121,2715
3450,3121,14980.25,0.44,3450|3121,2715
3121,3121,0,0,3121|3121,2715
3138,3121,2939.68,0.29,3138|3121,2715
4137,3138,35743.16,0.69,4137|3138,2715
3480,3138,26247.4,0.58,3480|3138,2715
0,3138,3522.16,0.3,0|3138,2715
2885,3138,7756.71,0.35,2885|3138,2715
3450,3138,17257.83,0.47,3450|3138,2715
3121,3138,2939.68,0.29,3121|3138,2715
3138,3138,0,0,3138|3138,2715
3183,3183,0,0,3183|3183,2761
3180,3183,22299.56,0.99,3180|3183,2761
3190,3183,15444.7,0.93,3190|3183,2761
3385,3183,22893.08,1,3385|3183,2761
0,3183,12645.83,0.91,0|3183,2761
4367,3183,2852.79,0.82,4367|3183,2761
3183,3180,22299.56,0.99,3183|3180,2761
3180,3180,0,0,3180|3180,2761
3190,3180,6899.39,0.86,3190|3180,2761
3385,3180,2792.47,0.82,3385|3180,2761
0,3180,9660.73,0.88,0|3180,2761
4367,3180,19561,0.97,4367|3180,2761
3183,3190,15444.7,0.93,3183|3190,2761
3180,3190,6899.39,0.86,3180|3190,2761
3190,3190,0,0,3190|3190,2761
3385,3190,8053.15,0.87,3385|3190,2761
0,3190,2938.57,0.82,0|3190,2761
4367,3190,12678.46,0.91,4367|3190,2761
3183,3385,22893.08,1,3183|3385,2761
3180,3385,2792.47,0.82,3180|3385,2761
3190,3385,8053.15,0.87,3190|3385,2761
3385,3385,0,0,3385|3385,2761
0,3385,10384.5,0.89,0|3385,2761
4367,3385,20278.99,0.98,4367|3385,2761
3183,0,12645.83,0.91,3183|0,2761
3180,0,9660.73,0.88,3180|0,2761
3190,0,2938.57,0.82,3190|0,2761
3385,0,10384.5,0.89,3385|0,2761
0,0,0,0,0|0,2761
4367,0,9942.92,0.89,4367|0,2761
3183,4367,2852.79,0.82,3183|4367,2761
3180,4367,19561,0.97,3180|4367,2761
3190,4367,12678.46,0.91,3190|4367,2761
3385,4367,20278.99,0.98,3385|4367,2761
0,4367,9942.92,0.89,0|4367,2761
4367,4367,0,0,4367|4367,2761
3881,3881,0,0,3881|3881,2765
3888,3881,17253.63,0.92,3888|3881,2765
3868,3881,26254.6,0.98,3868|3881,2765
3892,3881,10549.93,0.87,3892|3881,2765
0,3881,9623.77,0.86,0|3881,2765
5363,3881,6685.76,0.84,5363|3881,2765
3881,3888,17253.63,0.92,3881|3888,2765
3888,3888,0,0,3888|3888,2765
3868,3888,24540.96,0.97,3868|3888,2765
3892,3888,9846.05,0.86,3892|3888,2765
0,3888,9304.05,0.86,0|3888,2765
5363,3888,10720.37,0.87,5363|3888,2765
3881,3868,26254.6,0.98,3881|3868,2765
3888,3868,24540.96,0.97,3888|3868,2765
3868,3868,0,0,3868|3868,2765
3892,3868,29279.48,1,3892|3868,2765
0,3868,20016.93,0.94,0|3868,2765
5363,3868,23105.95,0.96,5363|3868,2765
3881,3892,10549.93,0.87,3881|3892,2765
3888,3892,9846.05,0.86,3888|3892,2765
3868,3892,29279.48,1,3868|3892,2765
3892,3892,0,0,3892|3892,2765
0,3892,9327.87,0.86,0|3892,2765
5363,3892,6995.14,0.85,5363|3892,2765
3881,0,9623.77,0.86,3881|0,2765
3888,0,9304.05,0.86,3888|0,2765
3868,0,20016.93,0.94,3868|0,2765
3892,0,9327.87,0.86,3892|0,2765
0,0,0,0,0|0,2765
5363,0,3546.37,0.82,5363|0,2765
3881,5363,6685.76,0.84,3881|5363,2765
3888,5363,10720.37,0.87,3888|5363,2765
3868,5363,23105.95,0.96,3868|5363,2765
3892,5363,6995.14,0.85,3892|5363,2765
0,5363,3546.37,0.82,0|5363,2765
5363,5363,0,0,5363|5363,2765
0,0,0,0,0|0,2767
3617,0,73256.58,0.84,3617|0,2767
3652,0,33379.45,0.64,3652|0,2767
3300,0,29153.4,0.62,3300|0,2767
3258,0,31669.93,0.63,3258|0,2767
2876,0,38105.94,0.67,2876|0,2767
0,3617,73256.58,0.84,0|3617,2767
3617,3617,0,0,3617|3617,2767
3652,3617,105075.07,1,3652|3617,2767
3300,3617,101288.41,0.98,3300|3617,2767
3258,3617,102758.89,0.99,3258|3617,2767
2876,3617,69064,0.82,2876|3617,2767
0,3652,33379.45,0.64,0|3652,2767
3617,3652,105075.07,1,3617|3652,2767
3652,3652,0,0,3652|3652,2767
3300,3652,4416.97,0.5,3300|3652,2767
3258,3652,2962.06,0.49,3258|3652,2767
2876,3652,65511.75,0.8,2876|3652,2767
0,3300,29153.4,0.62,0|3300,2767
3617,3300,101288.41,0.98,3617|3300,2767
3652,3300,4416.97,0.5,3652|3300,2767
3300,3300,0,0,3300|3300,2767
3258,3300,4319.37,0.5,3258|3300,2767
2876,3300,61160.18,0.78,2876|3300,2767
0,3258,31669.93,0.63,0|3258,2767
3617,3258,102758.89,0.99,3617|3258,2767
3652,3258,2962.06,0.49,3652|3258,2767
3300,3258,4319.37,0.5,3300|3258,2767
3258,3258,0,0,3258|3258,2767
2876,3258,64957.98,0.8,2876|3258,2767
0,2876,38105.94,0.67,0|2876,2767
3617,2876,69064,0.82,3617|2876,2767
3652,2876,65511.75,0.8,3652|2876,2767
3300,2876,61160.18,0.78,3300|2876,2767
3258,2876,64957.98,0.8,3258|2876,2767
2876,2876,0,0,2876|2876,2767
3051,3051,0,0,3051|3051,2774
3544,3051,18710.27,1,3544|3051,2774
4375,3051,19444.37,1,4375|3051,2774
4439,3051,19117.02,1,4439|3051,2774
0,3051,13037.08,0.96,0|3051,2774
3051,3544,18710.27,1,3051|3544,2774
3544,3544,0,0,3544|3544,2774
4375,3544,4160.32,0.9,4375|3544,2774
4439,3544,18100.79,0.99,4439|3544,2774
0,3544,8382.77,0.93,0|3544,2774
3051,4375,19444.37,1,3051|4375,2774
3544,4375,4160.32,0.9,3544|4375,2774
4375,4375,0,0,4375|4375,2774
4439,4375,14709.99,0.97,4439|4375,2774
0,4375,7034.67,0.92,0|4375,2774
3051,4439,19117.02,1,3051|4439,2774
3544,4439,18100.79,0.99,3544|4439,2774
4375,4439,14709.99,0.97,4375|4439,2774
4439,4439,0,0,4439|4439,2774
0,4439,11136.17,0.95,0|4439,2774
3051,0,13037.08,0.96,3051|0,2774
3544,0,8382.77,0.93,3544|0,2774
4375,0,7034.67,0.92,4375|0,2774
4439,0,11136.17,0.95,4439|0,2774
0,0,0,0,0|0,2774
0,0,0,0,0|0,2781
3622,0,119063.01,0.97,3622|0,2781
3146,0,118937.49,0.97,3146|0,2781
0,3622,119063.01,0.97,0|3622,2781
3622,3622,0,0,3622|3622,2781
3146,3622,237999.55,1,3146|3622,2781
0,3146,118937.49,0.97,0|3146,2781
3622,3146,237999.55,1,3622|3146,2781
3146,3146,0,0,3146|3146,2781
3371,3371,0,0,3371|3371,2860
2984,3371,3823.69,1,2984|3371,2860
0,3371,1911.82,0.97,0|3371,2860
3371,2984,3823.69,1,3371|2984,2860
2984,2984,0,0,2984|2984,2860
0,2984,1911.87,0.97,0|2984,2860
3371,0,1911.82,0.97,3371|0,2860
2984,0,1911.87,0.97,2984|0,2860
0,0,0,0,0|0,2860
0,0,0,0,0|0,3063
